Share,Opening,Closing,High,Lowest,Avg,h-l,-161.8,-138.2,-1,-76.4,-61.8,-50,-38.2,-23.6,Avg ,23.6,38.2,50,61.8,76.4,1,138.2,161.8
SPLIL,23.99,745.45,764.8,23.99,344.852,740.81,224.988942,242.472058,-395.958,-221.12684,-112.96858,-25.553,61.86258,170.02084,344.852,519.68316,627.84142,715.257,802.67258,910.83084,1085.662,447.231942,464.715058
SPLPETRO,732.25,188.86,805,132.08,403.55,672.92,294.671544,310.552456,-269.37,-110.56088,-12.31456,67.09,146.49456,244.74088,403.55,562.35912,660.60544,740.01,819.41456,917.66088,1076.47,496.547544,512.428456
SPMLINFRA,171.01,139.64,176,42.5,134.152,133.5,112.5517,115.7023,0.652,32.158,51.649,67.402,83.155,102.646,134.152,165.658,185.149,200.902,216.655,236.146,267.652,152.6017,155.7523
SPORTKING,131.29,44.59,193.98,43.5,107.846,150.48,83.498336,87.049664,-42.634,-7.12072,14.84936,32.606,50.36264,72.33272,107.846,143.35928,165.32936,183.086,200.84264,222.81272,258.326,128.642336,132.193664
SRD,46.54,186.42,2506,42,583.678,2464,185.0028,243.1532,-1880.322,-1298.818,-939.074,-648.322,-357.57,2.174,583.678,1165.182,1524.926,1815.678,2106.43,2466.174,3047.678,924.2028,982.3532
SREEL,184,2473.4,2479.4,180.06,1098.344,2299.34,726.310788,780.575212,-1200.996,-658.35176,-322.64812,-51.326,219.99612,555.69976,1098.344,1640.98824,1976.69188,2248.014,2519.33612,2855.03976,3397.684,1416.112788,1470.377212
SRF,2425,271.34,2443.6,256.11,1151.532,2187.49,797.596118,849.220882,-1035.958,-519.71036,-200.33682,57.787,315.91082,635.28436,1151.532,1667.77964,1987.15318,2245.277,2503.40082,2822.77436,3339.022,1453.843118,1505.467882
SRGHFL,260,451.9,459.9,237.35,369.272,222.55,333.26341,338.51559,146.722,199.2438,231.7361,257.997,284.2579,316.7502,369.272,421.7938,454.2861,480.547,506.8079,539.3002,591.822,400.02841,405.28059
SRHHYPOLTD,425,473.8,480,46.5,362.384,433.5,292.2437,302.4743,-71.116,31.19,94.481,145.634,196.787,260.078,362.384,464.69,527.981,579.134,630.287,693.578,795.884,422.2937,432.5243
SRM,447.95,45.74,451.75,45.25,200.984,406.5,135.2123,144.8057,-205.516,-109.582,-50.233,-2.266,45.701,105.05,200.984,296.918,356.267,404.234,452.201,511.55,607.484,257.1623,266.7557
SRTL,43.2,61.89,203.68,41.55,82.658,162.13,56.425366,60.251634,-79.472,-41.20932,-17.53834,1.593,20.72434,44.39532,82.658,120.92068,144.59166,163.723,182.85434,206.52532,244.788,105.064366,108.890634
SSDL,55.05,210.21,211.64,55.05,133.548,156.59,108.211738,111.907262,-23.042,13.91324,36.77538,55.253,73.73062,96.59276,133.548,170.50324,193.36538,211.843,230.32062,253.18276,290.138,155.188738,158.884262
SSWL,189.25,136.92,194.99,129.81,157.308,65.18,146.761876,148.300124,92.128,107.51048,117.02676,124.718,132.40924,141.92552,157.308,172.69048,182.20676,189.898,197.58924,207.10552,222.488,166.315876,167.854124
STALLION,111.31,134.61,1008,110.1,295.242,897.9,149.96178,171.15222,-602.658,-390.7536,-259.6602,-153.708,-47.7558,83.3376,295.242,507.1464,638.2398,744.192,850.1442,981.2376,1193.142,419.33178,440.52222
STANLEY,127,1000,1010.9,123.65,493.64,887.25,350.08295,371.02205,-393.61,-184.219,-54.6805,50.015,154.7105,284.249,493.64,703.031,832.5695,937.265,1041.9605,1171.499,1380.89,616.25795,637.19705
STAR,971.95,216.4,999.9,211.2,574.794,788.7,447.18234,465.79566,-213.906,-27.7728,87.3774,180.444,273.5106,388.6608,574.794,760.9272,876.0774,969.144,1062.2106,1177.3608,1363.494,683.79234,702.40566
STARCEMENT,210,469.45,478.95,133.2,298.682,345.75,242.73965,250.89935,-47.068,34.529,85.0085,125.807,166.6055,217.085,298.682,380.279,430.7585,471.557,512.3555,562.835,644.432,346.46465,354.62435
STARHEALTH,460.05,140.37,469,135,287.11,334,233.0688,240.9512,-46.89,31.934,80.698,120.11,159.522,208.286,287.11,365.934,414.698,454.11,493.522,542.286,621.11,333.2688,341.1512
STARPAPER,129,249.11,260,109.55,175.354,150.45,151.01119,154.56181,24.904,60.4102,82.3759,100.129,117.8821,139.8478,175.354,210.8602,232.8259,250.579,268.3321,290.2978,325.804,196.14619,199.69681
STARTECK,238.4,113.34,271.64,111.39,193.994,160.25,168.06555,171.84745,33.744,71.563,94.9595,113.869,132.7785,156.175,193.994,231.813,255.2095,274.119,293.0285,316.425,354.244,216.14055,219.92245
STCINDIA,105,281.13,285,80.03,169.352,204.97,136.187854,141.025146,-35.618,12.75492,42.68054,66.867,91.05346,120.97908,169.352,217.72492,247.65054,271.837,296.02346,325.94908,374.322,197.678854,202.516146
STEELCAS,235.95,84.35,249,8.62,131.242,240.38,92.348516,98.021484,-109.138,-52.40832,-17.31284,11.052,39.41684,74.51232,131.242,187.97168,223.06716,251.432,279.79684,314.89232,371.622,164.462516,170.135484
STEELCITY,77.33,8.9,497,8.7,133.426,488.3,54.41906,65.94294,-354.874,-239.6352,-168.3434,-110.724,-53.1046,18.1872,133.426,248.6648,319.9566,377.576,435.1954,506.4872,621.726,200.90906,212.43294
STEELXIND,7.53,467.2,493,7.47,243.27,485.53,164.711246,176.169754,-242.26,-127.67492,-56.78754,0.505,57.79754,128.68492,243.27,357.85508,428.74246,486.035,543.32754,614.21492,728.8,310.370246,321.828754
STEL,425,237.38,498,19.1,284.806,478.9,207.31998,218.62202,-194.094,-81.0736,-11.1542,45.356,101.8662,171.7856,284.806,397.8264,467.7458,524.256,580.7662,650.6856,763.706,350.98998,362.29202
STERTOOLS,201.33,21.27,217,19.41,131.844,197.59,99.873938,104.537062,-65.746,-19.11476,9.73338,33.049,56.36462,85.21276,131.844,178.47524,207.32338,230.639,253.95462,282.80276,329.434,159.150938,163.814062
STLNETWORK,18.75,231.22,546.9,18.22,202.422,528.68,116.881576,129.358424,-326.258,-201.48952,-124.30224,-61.918,0.46624,77.65352,202.422,327.19048,404.37776,466.762,529.14624,606.33352,731.102,275.485576,287.962424
STLTECH,179.7,559.9,573,177.03,390.16,395.97,326.092054,335.436946,-5.81,87.63892,145.45054,192.175,238.89946,296.71108,390.16,483.60892,541.42054,588.145,634.86946,692.68108,786.13,444.883054,454.227946
STOVEKRAFT,476.6,453.05,495,238.08,423.524,256.92,381.954344,388.017656,166.604,227.23712,264.74744,295.064,325.38056,362.89088,423.524,484.15712,521.66744,551.984,582.30056,619.81088,680.444,459.030344,465.093656
STUDDS,458.6,229.47,2245,223.35,719.556,2021.65,392.45303,440.16397,-1302.094,-824.9846,-529.8237,-291.269,-52.7143,242.4466,719.556,1196.6654,1491.8263,1730.381,1968.9357,2264.0966,2741.206,998.94803,1046.65897
STYL,233.06,2222.6,2239,223.51,1040.682,2015.49,714.575718,762.141282,-974.808,-499.15236,-204.89082,32.937,270.76482,565.02636,1040.682,1516.33764,1810.59918,2048.427,2286.25482,2580.51636,3056.172,1319.222718,1366.788282
STYLAMIND,2156,290.8,2222.4,283.6,1382.624,1938.8,1068.92616,1114.68184,-556.176,-98.6192,184.4456,413.224,642.0024,925.0672,1382.624,1840.1808,2123.2456,2352.024,2580.8024,2863.8672,3321.424,1650.56616,1696.32184
STYLEBAAZA,307.9,2000.9,2019.9,8.4,911.222,2011.5,585.7613,633.2327,-1100.278,-625.564,-331.885,-94.528,142.829,436.508,911.222,1385.936,1679.615,1916.972,2154.329,2448.008,2922.722,1189.2113,1236.6827
STYRENIX,1838,8.81,1914,8.59,901.298,1905.41,593.002662,637.970338,-1004.112,-554.43524,-276.24538,-51.407,173.43138,451.62124,901.298,1350.97476,1629.16462,1854.003,2078.84138,2357.03124,2806.708,1164.625662,1209.593338
SUBEXLTD,7.85,750.3,755,7.69,364.44,747.31,243.525242,261.161758,-382.87,-206.50484,-97.39758,-9.215,78.96758,188.07484,364.44,540.80516,649.91242,738.095,826.27758,935.38484,1111.75,467.718242,485.354758
SUBROS,679,334.5,813.85,329.1,569.054,484.75,490.62145,502.06155,84.304,198.705,269.4785,326.679,383.8795,454.653,569.054,683.455,754.2285,811.429,868.6295,939.403,1053.804,636.04645,647.48655
SUDARCOLOR,308.55,814.15,839.9,303.05,574.836,536.85,487.97367,500.64333,37.986,164.6826,243.0627,306.411,369.7593,448.1394,574.836,701.5326,779.9127,843.261,906.6093,984.9894,1111.686,649.02867,661.69833
SUDARSCHEM,762.2,609.85,776,169,586.012,607,487.7994,502.1246,-20.988,122.264,210.886,282.512,354.138,442.76,586.012,729.264,817.886,889.512,961.138,1049.76,1193.012,669.8994,684.2246
SUDEEPPHRM,602,176.77,615,159.24,344.78,455.76,271.038032,281.793968,-110.98,-3.42064,63.12032,116.9,170.67968,237.22064,344.78,452.33936,518.88032,572.66,626.43968,692.98064,800.54,407.766032,418.521968
SUKHJITS,156.3,162.69,168.78,29,136.61,139.78,113.993596,117.292404,-3.17,29.81808,50.22596,66.72,83.21404,103.62192,136.61,169.59808,190.00596,206.5,222.99404,243.40192,276.39,155.927596,159.226404
SULA,156.49,30,411.65,29.2,156.136,382.45,94.25559,103.28141,-226.314,-136.0558,-80.2181,-35.089,10.0401,65.8778,156.136,246.3942,302.2319,347.361,392.4901,448.3278,538.586,208.99059,218.01641
SUMEETINDS,28.8,418.6,422.6,28.26,188.114,394.34,124.309788,133.616212,-206.226,-113.16176,-55.58812,-9.056,37.47612,95.04976,188.114,281.17824,338.75188,385.284,431.81612,489.38976,582.454,242.611788,251.918212
SUMICHEM,383.95,46.86,1668,46.51,502.614,1621.49,240.256918,278.524082,-1118.876,-736.20436,-499.46682,-308.131,-116.79518,119.94236,502.614,885.28564,1122.02318,1313.359,1504.69482,1741.43236,2124.104,726.703918,764.971082
SUMIT,48,1639.2,1677,46.21,935.294,1630.79,671.432178,709.918822,-695.496,-310.62956,-72.53422,119.899,312.33222,550.42756,935.294,1320.16044,1558.25578,1750.689,1943.12222,2181.21756,2566.084,1160.669178,1199.155822
SUMMITSEC,1525,1290.6,1569,1.3,1133.748,1567.7,880.09414,917.09186,-433.952,-63.9748,164.9094,349.898,534.8866,763.7708,1133.748,1503.7252,1732.6094,1917.598,2102.5866,2331.4708,2701.448,1350.40414,1387.40186
SUNCLAY,1276.1,1.4,4979.5,1.36,1479.5,4978.14,674.036948,791.521052,-3498.64,-2323.79896,-1596.99052,-1009.57,-422.14948,304.65896,1479.5,2654.34104,3381.14948,3968.57,4555.99052,5282.79896,6457.64,2167.478948,2284.963052
SUNDARAM,1.24,4932.5,4991.9,1.2,2073.622,4990.7,1266.12674,1383.90726,-2917.078,-1739.2728,-1010.6306,-421.728,167.1746,895.8168,2073.622,3251.4272,3980.0694,4568.972,5157.8746,5886.5168,7064.322,2763.33674,2881.11726
SUNDARMFIN,4538,622.8,4690.3,551.6,2243.444,4138.7,1573.80234,1671.47566,-1895.256,-918.5228,-314.2726,174.094,662.4606,1266.7108,2243.444,3220.1772,3824.4274,4312.794,4801.1606,5405.4108,6382.144,2815.41234,2913.08566
SUNDRMBRAK,497.15,802.75,806.25,497.15,652.16,309.1,602.14762,609.44238,343.06,416.0076,461.1362,497.61,534.0838,579.2124,652.16,725.1076,770.2362,806.71,843.1838,888.3124,961.26,694.87762,702.17238
SUNDRMFAST,749.85,631.65,770.5,234,603.798,536.5,516.9923,529.6537,67.298,193.912,272.241,335.548,398.855,477.184,603.798,730.412,808.741,872.048,935.355,1013.684,1140.298,677.9423,690.6037
SUNDROP,585.05,249.42,1749.2,236.25,678.418,1512.95,433.62269,469.32831,-834.532,-477.4758,-256.5851,-78.057,100.4711,321.3618,678.418,1035.4742,1256.3649,1434.893,1613.4211,1834.3118,2191.368,887.50769,923.21331
SUNFLAG,213.5,1654.9,1730.9,209.25,828.72,1521.65,582.51703,618.42797,-692.93,-333.8206,-111.6597,67.895,247.4497,469.6106,828.72,1187.8294,1409.9903,1589.545,1769.0997,1991.2606,2350.37,1039.01203,1074.92297
SUNPHARMA,1684.3,316.45,1723.9,309.95,925.75,1413.95,696.97289,730.34211,-488.2,-154.5078,51.9289,218.775,385.6211,592.0578,925.75,1259.4422,1465.8789,1632.725,1799.5711,2006.0078,2339.7,1121.15789,1154.52711
SUNTECK,309,598.1,613,145.29,390.234,467.71,314.558522,325.596478,-77.476,32.90356,101.18922,156.379,211.56878,279.85444,390.234,500.61356,568.89922,624.089,679.27878,747.56444,857.944,454.871522,465.909478
SUNTV,587.5,153.78,597,4.8,297.228,592.2,201.41004,215.38596,-294.972,-155.2128,-68.7516,1.128,71.0076,157.4688,297.228,436.9872,523.4484,593.328,663.2076,749.6688,889.428,379.07004,393.04596
SUPERHOUSE,143.1,4.87,432.3,4.25,144.782,428.05,75.52351,85.62549,-283.268,-182.2482,-119.7529,-69.243,-18.7331,43.7622,144.782,245.8018,308.2971,358.807,409.3169,471.8122,572.832,203.93851,214.04049
SUPERSPIN,4.78,436.65,441.95,4.26,186.794,437.69,115.975758,126.305242,-250.896,-147.60116,-83.69842,-32.051,19.59642,83.49916,186.794,290.08884,353.99158,405.639,457.28642,521.18916,624.484,247.282758,257.612242
SUPRAJIT,405.85,57.29,3941.4,52.6,955.882,3888.8,326.67416,418.44984,-2932.918,-2015.1612,-1447.3964,-988.518,-529.6396,38.1252,955.882,1873.6388,2441.4036,2900.282,3359.1604,3926.9252,4844.682,1493.31416,1585.08984
SUPREME,51.38,3802.4,3824.9,49.21,1662.056,3775.69,1051.149358,1140.255642,-2113.634,-1222.57116,-671.32042,-225.789,219.74242,770.99316,1662.056,2553.11884,3104.36958,3549.901,3995.43242,4546.68316,5437.746,2183.856358,2272.962642
SUPREMEIND,3649.2,638.75,3804.1,195.9,1774.3,3608.2,1190.49324,1275.64676,-1833.9,-982.3648,-455.5676,-29.8,395.9676,922.7648,1774.3,2625.8352,3152.6324,3578.4,4004.1676,4530.9648,5382.5,2272.95324,2358.10676
SUPRIYA,601.5,219.51,618.9,205.51,387.618,413.39,320.731498,330.487502,-25.772,71.78804,132.14298,180.923,229.70302,290.05796,387.618,485.17804,545.53298,594.313,643.09302,703.44796,801.008,444.748498,454.504502
SURAJEST,191,242.11,270,188.27,228.526,81.73,215.302086,217.230914,146.796,166.08428,178.01686,187.661,197.30514,209.23772,228.526,247.81428,259.74686,269.391,279.03514,290.96772,310.256,239.821086,241.749914
SURAJLTD,246.53,275.15,292.1,23.11,218.978,268.99,175.455418,181.803582,-50.012,13.46964,52.74218,84.483,116.22382,155.49636,218.978,282.45964,321.73218,353.473,385.21382,424.48636,487.968,256.152418,262.500582
SURAKSHA,244.99,23.29,258.93,18.02,112.6,240.91,73.620762,79.306238,-128.31,-71.45524,-36.28238,-7.855,20.57238,55.74524,112.6,169.45476,204.62762,233.055,261.48238,296.65524,353.51,145.893762,151.579238
SURANASOL,23.09,18.37,57,18.12,27.31,38.88,21.019216,21.936784,-11.57,-2.39432,3.28216,7.87,12.45784,18.13432,27.31,36.48568,42.16216,46.75,51.33784,57.01432,66.19,32.683216,33.600784
SURANAT&P,17.34,55.89,220,17.34,72.49,202.66,39.699612,44.482388,-130.17,-82.34224,-52.75388,-28.84,-4.92612,24.66224,72.49,120.31776,149.90612,173.82,197.73388,227.32224,275.15,100.497612,105.280388
SURYALAXMI,51,222.55,225.2,49.6,137.084,175.6,108.67192,112.81608,-38.516,2.9256,28.5632,49.284,70.0048,95.6424,137.084,178.5256,204.1632,224.884,245.6048,271.2424,312.684,161.35192,165.49608
SURYAROSNI,217.9,133.77,218.24,29.52,144.356,188.72,113.821104,118.274896,-44.364,0.17392,27.72704,49.996,72.26496,99.81808,144.356,188.89392,216.44704,238.716,260.98496,288.53808,333.076,170.437104,174.890896
SURYODAY,127.27,31.69,174,29.65,98.056,144.35,74.70017,78.10683,-46.294,-12.2274,8.8477,25.881,42.9143,63.9894,98.056,132.1226,153.1977,170.231,187.2643,208.3394,242.406,118.00517,121.41183
SUTLEJTEX,28.48,195.52,202.54,2.59,86.084,199.95,53.73209,58.45091,-113.866,-66.6778,-37.4851,-13.891,9.7031,38.8958,86.084,133.2722,162.4649,186.059,209.6531,238.8458,286.034,113.71709,118.43591
SUVEN,156.2,3.4,780,2.96,215.766,777.04,90.040928,108.379072,-561.274,-377.89256,-264.44472,-172.754,-81.06328,32.38456,215.766,399.14744,512.59528,604.286,695.97672,809.42456,992.806,323.152928,341.491072
SUVIDHAA,2.51,839.9,843.5,2.45,334.138,841.05,198.05611,217.90489,-506.912,-308.4242,-185.6309,-86.387,12.8569,135.6502,334.138,532.6258,655.4191,754.663,853.9069,976.7002,1175.188,450.37111,470.21989
SUYOG,666.55,45.32,688.95,43.36,402.666,645.59,298.209538,313.445462,-242.924,-90.56476,3.69138,79.871,156.05062,250.30676,402.666,555.02524,649.28138,725.461,801.64062,895.89676,1048.256,491.886538,507.122462
SUZLON,40.9,572,615,2.4,251.406,612.6,152.28732,166.74468,-361.194,-216.6204,-127.1808,-54.894,17.3928,106.8324,251.406,395.9796,485.4192,557.706,629.9928,719.4324,864.006,336.06732,350.52468
SVLL,525,2.77,579.95,2.46,286.438,577.49,193.000118,206.628882,-291.052,-154.76436,-70.45082,-2.307,65.83682,150.15036,286.438,422.72564,507.03918,575.183,643.32682,727.64036,863.928,366.247118,379.875882
SVPGLOB,2.6,323.7,3775,2.3,878.536,3772.7,268.11314,357.14886,-2894.164,-2003.8068,-1452.9926,-1007.814,-562.6354,-11.8212,878.536,1768.8932,2319.7074,2764.886,3210.0646,3760.8788,4651.236,1399.92314,1488.95886
SWANCORP,311.35,3936.3,3960,306,1774.242,3654,1183.0248,1269.2592,-1879.758,-1017.414,-483.93,-52.758,378.414,911.898,1774.242,2636.586,3170.07,3601.242,4032.414,4565.898,5428.242,2279.2248,2365.4592
SWARAJENG,3543.6,583.5,3690,275.6,1731.598,3414.4,1179.14808,1259.72792,-1682.802,-877.0036,-378.5012,24.398,427.2972,925.7996,1731.598,2537.3964,3035.8988,3438.798,3841.6972,4340.1996,5145.998,2203.46808,2284.04792
SWELECTES,535,275,544.4,170.1,357.568,374.3,297.00626,305.83974,-16.732,71.6028,126.2506,170.418,214.5854,269.2332,357.568,445.9028,500.5506,544.718,588.8854,643.5332,731.868,409.29626,418.12974
SWIGGY,275.3,181.46,758.9,173.26,328.43,585.64,233.673448,247.494552,-257.21,-118.99896,-33.49552,35.61,104.71552,190.21896,328.43,466.64104,552.14448,621.25,690.35552,775.85896,914.07,409.365448,423.186552
SWSOLAR,166.69,758.35,762.9,12.67,369.638,750.23,248.250786,265.956214,-380.592,-203.53772,-94.00414,-5.477,83.05014,192.58372,369.638,546.69228,656.22586,744.753,833.28014,942.81372,1119.868,473.319786,491.025214
SYMPHONY,726,13.56,726,12.82,371.552,713.18,256.159476,272.990524,-341.628,-173.31752,-69.19324,14.962,99.11724,203.24152,371.552,539.86248,643.98676,728.142,812.29724,916.42152,1084.732,470.113476,486.944524
SYNCOMF,11.44,404.65,848.8,11.11,333.062,837.69,197.523758,217.293242,-504.628,-306.93316,-184.63042,-85.783,13.06442,135.36716,333.062,530.75684,653.05958,751.907,850.75442,973.05716,1170.752,448.830758,468.600242
SYNGENE,391.1,868.6,879,64.52,514.562,814.48,382.779136,402.000864,-299.918,-107.70072,11.21336,107.322,203.43064,322.34472,514.562,706.77928,825.69336,921.802,1017.91064,1136.82472,1329.042,627.123136,646.344864
SYRMA,798,74.51,818,68.1,388.372,749.9,267.03818,284.73582,-361.528,-184.5516,-75.0662,13.422,101.9102,211.3956,388.372,565.3484,674.8338,763.322,851.8102,961.2956,1138.272,492.00818,509.70582
SYSTMTXC,67.25,189.31,341.9,60.32,165.786,281.58,120.226356,126.871644,-115.794,-49.34112,-8.23044,24.996,58.22244,99.33312,165.786,232.23888,273.34956,306.576,339.80244,380.91312,447.366,204.700356,211.345644
TAINWALCHM,175.33,335.85,344.6,175,257.008,169.6,229.56672,233.56928,87.408,127.4336,152.1952,172.208,192.2208,216.9824,257.008,297.0336,321.7952,341.808,361.8208,386.5824,426.608,280.44672,284.44928
TAJGVK,316.8,265.7,462.85,250.04,323.222,212.81,288.789342,293.811658,110.412,160.63516,191.70542,216.817,241.92858,272.99884,323.222,373.44516,404.51542,429.627,454.73858,485.80884,536.032,352.632342,357.654658
TALBROAUTO,245,475.45,484.9,59.61,300.352,425.29,231.540078,241.576922,-124.938,-24.56956,37.52278,87.707,137.89122,199.98356,300.352,400.72044,462.81278,512.997,563.18122,625.27356,725.642,359.127078,369.163922
TANLA,425,63.26,429.95,23.11,198.926,406.84,133.099288,142.700712,-207.914,-111.89976,-52.50112,-4.494,43.51312,102.91176,198.926,294.94024,354.33888,402.346,450.35312,509.75176,605.766,255.151288,264.752712
TARACHAND,56.25,24.42,127.99,23.32,57.494,104.67,40.558394,43.028606,-47.176,-22.47388,-7.19206,5.159,17.51006,32.79188,57.494,82.19612,97.47794,109.829,122.18006,137.46188,162.164,71.959394,74.429606
TARAPUR,23.93,125.05,286.9,22.77,116.294,264.13,73.557766,79.791234,-147.836,-85.50132,-46.93834,-15.771,15.39634,53.95932,116.294,178.62868,217.19166,248.359,279.52634,318.08932,380.424,152.796766,159.030234
TARC,119.98,281.45,288.1,113.51,198.042,174.59,169.793338,173.913662,23.452,64.65524,90.14538,110.747,131.34862,156.83876,198.042,239.24524,264.73538,285.337,305.93862,331.42876,372.632,222.170338,226.290662
TARIL,276.7,196.58,7145,189.68,1594.628,6955.32,469.257224,633.402776,-5360.692,-3719.23648,-2703.75976,-1883.032,-1062.30424,-46.82752,1594.628,3236.08352,4251.56024,5072.288,5893.01576,6908.49248,8549.948,2555.853224,2719.998776
TARSONS,182.75,7179,7245,178.24,2961.936,7066.76,1818.534232,1985.309768,-4104.824,-2437.06864,-1405.32168,-571.444,262.43368,1294.18064,2961.936,4629.69136,5661.43832,6495.316,7329.19368,8360.94064,10028.696,3938.562232,4105.337768
TASTYBITE,6739,326.6,6855,322.85,2971.068,6532.15,1914.16613,2068.32487,-3561.082,-2019.4946,-1065.8007,-295.007,475.7867,1429.4806,2971.068,4512.6554,5466.3493,6237.143,7007.9367,7961.6306,9503.218,3873.81113,4027.96987
TATACAP,308.55,689.9,1472,305.6,682.4,1166.4,493.67648,521.20352,-484,-208.7296,-38.4352,99.2,236.8352,407.1296,682.4,957.6704,1127.9648,1265.6,1403.2352,1573.5296,1848.8,843.59648,871.12352
TATACHEM,651.9,1509,1518.9,621.6,1060.756,897.3,915.57286,936.74914,163.456,375.2188,506.2246,612.106,717.9874,848.9932,1060.756,1272.5188,1403.5246,1509.406,1615.2874,1746.2932,1958.056,1184.76286,1205.93914
TATACOMM,1380,1093.7,4490,1060.1,1873.822,3429.9,1318.86418,1399.80982,-1556.078,-746.6216,-245.8562,158.872,563.6002,1064.3656,1873.822,2683.2784,3184.0438,3588.772,3993.5002,4494.2656,5303.722,2347.83418,2428.77982
TATACONSUM,1043,4445.3,4490,14.35,2193.442,4475.65,1469.28183,1574.90717,-2282.208,-1225.9546,-572.5097,-44.383,483.7437,1137.1886,2193.442,3249.6954,3903.1403,4431.267,4959.3937,5612.8386,6669.092,2811.97683,2917.60217
